Title;ImageUrl;Link;Description;Price;StartDate;EndDate;Duration;MinParticipants;MaxParticipants;Category;Tags
Курс по Автоматизирано тестване;https://progressbg.net/wp-content/uploads/2016/07/WIT-testing3.jpg;https://progressbg.net/avtomatizirano-testvane/;"Цел на курса по Автоматизирано тестване:Този курс по “Автоматизирано тестване” (QA Automation) цели да постави основите и да даде практически познания за започване на стаж или работа като Junior Automation QA.За кого е предназначен курсът:Лекциите са предназначени за хора с базови знания по програмиране с Java, софтуерно  тестване и работа със Selenium. Подходящ е за хората, преминали курс по &#8222;Софтуерно тестване&#8220; Трябва да имат познания по обектно ориентирано програмиране (ООП). Курсът е подходящ и за всички, които работят като Manual QA и желаят да преминат към автоматизирано тестване.Какво е необходимо за участие в курса по Автоматизирано тестване:Необходимо е курсистите желаещи да вземат участие в курса да се запишат, като направят това на място в административния офис на компютърно образователния център „Progress”( пл. Славейков №11, етаж 4), заявят по телефона или отправят запитване през формата за запитване – тук.Мащаб на групата:Обучението се провежда в малка ( бутикова ) група, ограничена до 8-м  участника, с цел много повече индивидуално внимание на лектора към курсистите по време на практическите упражнения.Ползване на личен или служебен лаптоп:Тези, които нямат възможност да ползват собствен лаптоп, трябва да заявят за това по email или телефон, за да им бъде осигурен служебен лаптоп от центъра.Сертификат:Всеки успешно завършил курсът, получава сертификат, който може да послужи като удостоверение за завършването или да бъде представен пред работодател при кандидатстване.";Цена: 590 лв.;"Курс по Автоматизирано тестванеПродължителност на обучението – 80 учебни часа ( 2,5  месеца).Следващите начални дати:21-ви януари 2020г. (вечерна форма на обучение от 19:00 до 22:00 часа, с включени 20  минути почивка между часовете ). Занятията ще се провеждат всеки вторник и четвъртък. Край на курса: 31-ви март 2020г. (На 03-ти март няма да има занятие!)01-ви февруари 2020г. (съботна-неделна форма на обучение от 14:00 до 17:00 часа, с включени 20  минути почивка между часовете ). Занятията ще се провеждат всяка събота и неделя. Край на курса: 05-ти април 2020г.  Цена и заплащане на курса:Цена: 590 лв.Курсът може да бъде заплатен на две вноски. Първата вноска от 400 лева се внася при записването, а останалите 190 лева след първият месец от обучението.*Курсистите преминали при нас,  първата част на курса &#8211; &#8222;Софтуерно тестване&#8220; , ползват 15% отстъпка при записване на курса &#8222;QA Automation&#8220;.";;;;;;"[""TESTING"",""avtomatizirano-testvane"",""progress""]"
Курс по Информационна сигурност;https://progressbg.net/wp-content/uploads/2019/02/security3.jpg;https://progressbg.net/kurs-po-information-security-penetration-testing-course/;"Значение на киберсигурността:Нарастването на киберзаплахите през годините дава основание да се търсят все по-ефективни начини за противодействие.  От 2013-та година насам, икономическото въздействие на киберпрестъпността е нараснало петкратно до момента по данни на Европейската комисия.Европейският съюз възнамерява да въведе по-строги правила за киберсигурност, за да води борба с нарастващите заплахи от кибератаки, както и да се възползва от възможностите на новата цифрова ера.Очакванията са кибератаките да струват на световната икономика 400 милиарда евро годишно.Цел на курса по &#8222;Информационна сигурност&#8220;:Този практически насочен курс ще ви въведе в сферата на мрежовата сигурност и ще ви запознае с основните мрежови заплахи и кибер атаки, както и с начините за предпазване от тях. Ще разберете как да откривате уязвимости в мрежи, чрез различни похвати и инструменти, използвани от хакери. Курсът също така ще ви даде знания как да проектирате и изграждате по-сигурни информационни архитектури с цел предпазване от отдалечени или локални хакерски атаки.За кого е предназначен курса:Курсът е подходящ за начинаещи и средно напреднали практикуващи в сферата на киберсигурността, за него е нужно да имате основни познания по компютърни мрежи, базови linux познания и информационни системи.Какво, ще научите по време на курса:Основни принципи на мрежовата и информационна сигурност. Как да се предпазвате от хакерски атаки насочени към важите мрежи и информационни ресурси. Как да откривате кибер уязвимости. Как да използвате инструменти, използвани от хакери, с цел подобряване нивото на мрежова и информационна сигурност. Как да проектирате и изграждате по-сигурни информационни системи и мрежи.Ползване на личен или служебен лаптоп:Тези, които нямат възможност да ползват собствен лаптоп, трябва да заявят за това по email или телефон, за да им бъде осигурен служебен лаптоп/настолен компютър от центъра.Мащаб на групата:Обучението се провежда в малка ( бутикова ) група, ограничена до 8 участника, с цел много повече индивидуално внимание на лектора към курсистите по време на практическите упражнения.Издаване на Сертификат:Степента на справяне с практичните задачи по време на обучението,  както и финалния тест са основание за издаване на Сертификат.";Цена: 500лв.;"График на курса по &#8222;Информационна сигурност&#8220;Продължителност на обучението &#8211; 40 учебни часа ( 1  месец )Следващата начална дата е:25-ти януари 2020 г. (съботно-неделна форма на обучение от 17:30 до 20:30 часа, което са 4 учебни часа с включена 20 минутна почивка ). Занятията, ще се провеждат всяка събота и неделя. Край на курса: 23-ти февруари 2020г.&nbsp;Цена на курса по &#8222;Информационна сигурност&#8220;Цена: 500лв.&nbsp;&nbsp;";;;;;;"[""TESTING"",""kurs-po-information-security-penetration-testing-course"",""progress""]"
Курс по MySQL;https://progressbg.net/wp-content/uploads/2013/02/mysql-300x300.png;https://progressbg.net/mysql/;MySQL е релационна система за управление на бази от данни за универсално използване, в която информацията на сайта се представя във формата на свързани таблици с данни, подобни на страниците на Excel. Обучението, дава възможност на курсистите да проектират свои бази от данни, да правят заявки към релационните бази от данни и т.н.В процеса на обучение курсистите, ще изготвят и надграждат база данни, която в края на курса, ще бъде комбинирана с програмен код на PHP.За кого е предназначен курсът по MySQL:Курсът е предназначен както за  начинаещи в работата с бази данни, така и за тези, които имат начални познания и желаят да ги доразвият към едно професионално ниво.Какво е необходимо за участие в курса:Необходимо е курсистите желаещи да вземат участие в курса да се запишат до 3 дни преди началната дата на обучението, като направят това на място в административния офис на компютърно образователния център „Progress”( пл. Славейков №11) заплащайки минимум 1/2 от стойността на обучението. Възможно е и заплащане по банков път.Ползване на личен или служебен лаптоп:Тези, които нямат възможност да ползват собствен лаптоп, трябва да заявят за това по email или телефон, за да им бъде осигурен служебен лаптоп/настолен компютър от центъра.Мащаб на групата:С цел по-ефективно обучение, групите  са ограничени до 8 курсиста.Издаване на Сертификат по програмиране на MySQL:Степента на  справяне с практичните задачи по време на обучението, домашните работи, както и финалния тест са основание за издаване на Сертификат.Разбирането на поставените задачи и справянето на курсистите с тях е от изключително значение за по-добрата им реализация след обучението.Продължителност на курса:Курсът е с обем от 48 учебни часа и ще продължи един месец и половина. Занятията ще се провеждат два пъти в седмицата.;Цена: 400 лв.;"Продължителност на обучението &#8211; 48 учебни часа (месец и половина)Следващите начални дати са:18-ти януари 2020г. (съботно-неделна форма на обучение от 13:30 до 16:30 часа, което са 4 учебни часа с включена 20 минутна почивка ). Занятията, ще се провеждат всяка събота и неделя. Край на курса: 23-ти февруари 2020г.28-ми януари  2020г. (вечерна форма на обучение от 19:00 до 22:00 часа, което са 4 учебни часа с включена 20 минутна почивка ). Занятията, ще се провеждат всеки вторник и четвъртък. Край на курса: 10-ти март 2020г. (На 03-ти март няма да има занятие!)Цена на курс по MySQLЦена: 400 лв.Сумата може да бъде заплатена на две вноски. Първа вноска от 300 лева и втора вноска от 100 лева. Първата при записване на курса, а втората до 30 дена след началната дата на обучението.*Препоръка от екипа на &#8222;Progress&#8220; е след курса по MySQL да продължите своето развитие с курс по програмиране с PHP.Завършилите курсисти ползват 15% отстъпка при записване на курс по програмиране с PHP.&nbsp;";;;;;;"[""Databases"",""mysql"",""progress""]"
Курс по Начална компютърна грамотност;https://progressbg.net/wp-content/uploads/2019/01/nkg1.jpg;https://progressbg.net/kurs-po-nachalna-kompjutarna-gramotnos/;"Курсът по „Начална компютърна грамотност“ включва изучаване на:MS Windows;Internet;MS Word;MS Excel;MS PowerPoint;По време на обучението по MS Windows, курсистите ще бъдат запознати с операционната система. Ще създават папки, където ще съхраняват файлове, ще се научат да инсталират програми и да ги деинсталират правилно. Ще се разгледа менюто “Control Panel“. Обект на курса ще бъдат също File Explorer, бързи клавишни комбинации и още.Internet: В часовете заложени за Internet курсистите ще започнат да се ориентират по-лесно в Интернет средата, работа с браузъри, създаване на поща и още.MS Word е текстообработваща програма. Курсът по MS Word ще придаде умения на курсистите за писане и форматиране на текстове, откриване на грешки в текста, създаване на таблици и диаграми, принтиране.MS Excel е широкоразпространена изчислителна програма. Обучението по MS Excel запознава слушателите с възможните аритметични действия, финансови функции, диаграми и тяхното модифициране. Обучението е съпътствано с множество упражнения и интересни примери.MS PowerPoint е програма за изработване на презентации. Възможностите на програмата ще ви позволят лесно да създадете своя интересна и атрактивна презентация. По време на курса вие ще се научите да  вмъквате в тях таблици, графики, диаграми, анимации, музика, както и много други ефекти и хипервръзки.За кого е предназначен курсът:Курсът е предназначен за абсолютно начинаещи.Лектор на курса:Людмила Асенова, Таня Вълкова, Танка Латовска, Калина Барух. Повече информация – тук.Ползване на служебен лаптоп:За всички курсисти са осигурени компютри.Мащаб на групата по начална компютърна грамотност:Обучението се провежда в малка ( бутикова ) група, ограничена до 7-м участника, с цел много повече индивидуално внимание на лектора към курсистите по време на практическите упражнения.Издаване на сертификат:В последния ден от обучението курсистите държат тест. На всеки успешно положил теста му се издава сертификат на място в администрацията всеки петък. ";Цена = 229 лева;"График на курс по &#8222;Начална компютърна грамотност&#8220;:&nbsp;Продължителност на обучението – 45 учебни часаСледващите начални дати са:  18-ти януари 2020г. (съботно-неделна форма на обучение от 08:15-10:15 часа, което са 3 учебни часа с включена почивка). Занятията, ще се провеждат всяка събота и неделя. Край на курса: 07-ми март 2019г.18-ти януари 2020г. (съботно-неделна форма на обучение от 14:00-16:00 часа, което са 3 учебни часа с включена почивка). Занятията, ще се провеждат всяка събота и неделя. Край на курса: 07-ми март 2019г.&nbsp;Цена и заплащане на курса:Цена = 229 лева&nbsp;";;;;;;"[""Начална компютърна грамотност"",""kurs-po-nachalna-kompjutarna-gramotnos"",""progress""]"
Курс по 3D Studio Max;https://progressbg.net/wp-content/uploads/2013/02/LogoMAX-150x150.png;https://progressbg.net/3d-studio-max-nachinaeshti/;За какво се използва 3D Studio Max?3D Studio Max е софтуер за 3D компютърна графика . Софтуерът работи на Windows платформа, като се използва в много индустрии, включително за компютърни игри, телевизионни реклами и архитектурно моделиране. Софтуерът се използва и за създаване на специални ефекти в киното. През последните години продукта стана изключително популярен.За кого е предназначен курсът:Курса е предназначен, както за абсолютно начинаещи в създаването на 3D визуализации, така и за тези, които имат начални познания и желаят да ги доразвият към едно професионално ниво.Цел на курса:По време на обучението вие ще бъдете въведени в интерфейса на програмата, ще можете да моделирате, да работите с материали и текстури, да боравите с осветление и да анимирате. Материала ще бъде поднесен чрез интересни и подходящи примери от мотивирани специалисти с дълъг опит в преподаването.Мащаб на групата:Обучението се извършва само в индивидуална форма.Продължителност на курса по 3D Studio Max:Курсът е с обем от 30 учебни часа.Какво е необходимо за участие в курса:Необходимо е курсистите желаещи да вземат участие в курса да се запишат до 3 дни преди началната дата на обучението, като направят това на място в административния офис на компютърно образователния център „Progress”( пл. Славейков №11) заплащайки минимум първа вноска за обучението. Възможно е и заплащане по банков път.Ползване на личен или служебен лаптоп:За курсът е необходимо да носите собствен компютър с инсталираният софтуер.Издаване на Сертификат:Степента на справяне с практичните задачи по време на обучението, домашните работи, както и финалния тест са основание за издаване на Сертификат.Разбирането на поставените задачи и справянето на курсистите с тях е от изключително значение за по-добрата им реализация след обучението.;Цена: 490лв.;"График на курса по 3D Studio MAXПродължителност на обучението  – 30 учебни часа.Обучението по 3D Studio Max е само в индивидуална форма. Тук Вие сами определяте в кои дни и по колко учебни часа, ще се обучавате. В случай на неотложен ангажимент, може да отложите дадено занятие, без да го губите.За уговорка на график, моля обадете се на 0988 78 4321 &#8211; Божидара Кацарова.Цена и заплащане на курса:Цена: 490лв.Курсът може да бъде заплатен на две вноски. Първата вноска от 300 лева се внася при записването, а втората(190 лева) при достигане на половината от предвидените часове.";;;;;;"[""Други"",""3d-studio-max-nachinaeshti"",""progress""]"
Курс по AutoCAD;https://progressbg.net/wp-content/uploads/2013/02/autocad-150x150.jpg;https://progressbg.net/autocad-2d-i-3d/;За какво се използва AutoCAD?AutoCAD е платформа за двуизмерно и триизмерно проектиране и чертане. AutoCAD се използва от архитекти, CAD  чертожници, инженери, ръководители на проекти, и CAD/IT мениджъри в множество отрасли,  сред които са строителството, производството, строителното инженерство, картографията и др. Програмата позволява лесно да се концептуализират и визуализират вашите проекти.За кого е предназначен курсът:Курса е предназначен както за абсолютно начинаещи в чертането и проектирането, така и за тези, които имат начални познания и желаят да ги доразвият към едно професионално ниво.Цел на курса:По време на обучението си вие ще бъдете запознати с интерфейса и възможностите на програмата и най-вече как да боравите с нея, за да постигнете желания резултат. Ще разгледате множество стратегии за чертане, ще създавате ваши собствени чертежи и ще можете да ги организирате със слоеве, оразмерявате, щриховате,  както и да ги подготвите накрая за печат.Мащаб на групата:Курсът се провежда само в индивидуална форма.Ползване на личен или служебен лаптоп:За курсът е необходимо да носите собствен компютър с инсталираният софтуер.Издаване на Сертификат по AutoCAD:В края на обучението се държи практичен тест. При успешно полагане на курсиста се издава Сертификат.;Цена: 490лв.;"График на Курс по AutoCADПродължителност на обучението – 30 учебни часа.Обучението по AutoCAD 2D и 3D е само в индивидуална форма. Тук. Вие сами определяте в кои дни и по колко учебни часа ще се обучавате. В случай на неотложен ангажимент, може да отложите дадено занятие без да го губите.За уговаряне на график на занятията и записване, моля обадете се на 0988 78 4321.Цена и заплащане на курса:Цена: 490лв.Курсът може да бъде заплатен на две вноски. Първата вноска от 300 лева се внася при записването, а втората(190 лева) при достигане на половината от предвидените часове.&nbsp;";;;;;;"[""Други"",""autocad-2d-i-3d"",""progress""]"
Курс по Rhino;https://progressbg.net/wp-content/uploads/2016/10/Rhinoceros3d-logo.png;https://progressbg.net/rhino/;"Какво представлява &#8222;Rhino&#8220;?Rhino е програма за 3D графика и компютърно проектиране (CAD). Геометрията на Rhino се базира на математическия модел NURBS, който се фокусира върху представянето на математически точни модели на криви и повърхности в компютърната графика. Rhino се използват в процеса на компютърното проектиране (CAD), компютърното производство (CAM), бързо прототипиране, 3D печат и обратен инженеринг в индустрията, включително архитектура, промишлен дизайн (например автомобилния дизaйн).За кого е предназначен курсът:Курса е предназначен, както за абсолютно начинаещи в създаването на 3D визуализации, така и за тези, които имат начални познания и желаят да ги доразвият към едно професионално ниво.Цел на курса:По време на обучението Вие ще бъдете въведени в интерфейса на програмата, ще можете да моделирате, да работите с материали, слоеве и текстури и да боравите с осветление. Материала ще бъде поднесен чрез интересни и подходящи примери от мотивирани специалисти с дълъг опит в преподаването.Мащаб на групата:Обучението се извършва само в индивидуална форма.Продължителност на курса:Курса е с обем от 24 учебни часа.Какво е необходимо за участие в курса: За курсът е необходимо да носите собствен компютър с инсталиран софтуер.Издаване на Сертификат:Степента на  справяне с практичните задачи по време на обучението, домашните работи, както и финалния тест са основание за издаване на Сертификат. &nbsp;";Цена: 960лв.;"График на курса по &#8222;Rhino&#8220;:Продължителност на обучението по &#8222;Rhino&#8220;  – 24 учебни часа.Обучението по &#8222;Rhino&#8220;  е в индивидуална форма. Тук Вие сами определяте в кои дни и по колко учебни часа ще се обучавате. В случай на неотложен ангажимент, може да отместите дадено занятие, без да го губите.За уговорка на график, моля обадете се на 0988 78 4321 – Божидара Кацарова.Цена и заплащане на курса:Цена: 960лв.&nbsp;&nbsp;";;;;;;"[""Други"",""rhino"",""progress""]"
Курс по Revit;https://progressbg.net/wp-content/uploads/2017/04/revit_page2017e7f0b7f71.jpg;https://progressbg.net/revit/;За кого е предназначен курса и какво, ще можете след него:Курсът е предназначен за тези от вас, които желаят да си създадат стабилна основа, върху която да градят Revit уменията си. Ще имате възможност да се запознаете с основните концепции на продукта и да усетите на практика преимуществата на BIM базираната работна среда.След курса ще можете уверено да създавате и модифицирате вашите BIM модели на Revit. Ще знаете как да извличате от тях нужната информация под формата на чертежи, перспективни изгледи и данни. Ще повишите скоростта и ефективността на работата си. С овладяване на софтуерния продукт ще повишите качеството на работата си и драматично ще намалите допусканите технически грешки. Revit ще ви даде възможността да отделяте все по-малко време на техническа работа и все повече на развитието на вашите концепции.Ползване на личен или служебен лаптоп:За целите на този курс е необходимо да ползвате личен лаптоп с инсталиран софтуер.Начин на обучение:Обучението се провежда в индивидуална форма. Тук, курсиста определя дните и часовете на занятията според своето свободно време. При тази форма на обучение, курсиста може да отложи дадено занятие без да го губи. Също така, може да не се следва напълно учебната програма на курса по-долу, като се наблегне само на желаните от курсиста теми/проблеми и т.н.Издаване на Сертификат:Степента на  справяне с практичните задачи по време на обучението, домашните работи, както и финалния тест са основание за издаване на Сертификат.;Цена: 760 лв.;"График  на курсовете по &#8222;Revit&#8220;:Продължителност на обучението по &#8222;Revit&#8220;  – 30 учебни часа.Обучението по &#8222;Revit&#8220;  е в индивидуална форма. Тук Вие сами определяте в кои дни и по колко учебни часа ще се обучавате. В случай на неотложен ангажимент, може да отместите дадено занятие, без да го губите.За уговорка на график, моля обадете се на 0988 78 4321 – Божидара Кацарова.Цена и заплащане на курса:Цена: 760 лв.&nbsp;";;;;;;"[""Други"",""revit"",""progress""]"
Курс по SolidWorks;https://progressbg.net/wp-content/uploads/2013/02/solidworks-150x150.jpg;https://progressbg.net/kurs-po-solidworks/;Кратко представяне на курса:SolidWorks предлага цялостни 3D софтуерни инструменти, които са лесни за научаване и използване, работят заедно, като ви помагат да проектирате по-добре вашите продукти.Цел на курса:По време на курса ще бъдете въведени в програмата, запознати с потребителския интерфейс, менюта, ленти с инструменти, подреждане на електронния лист, примери.Ще бъдете въведени в скицирането, ще се научите сами да конструирате детайли, да моделирате, да конструирате ротационни тела, да размножавате и редактирате и още. Материалът, ще бъде поднесен от мотивирани специалисти с дълъг опит в преподаването, чрез интересни и подходящи примери.За кого е предназначен курсa по Solidworks:Курсът е предназначен, както за абсолютно начинаещи, така и за тези, които имат начални познания и желаят да ги доразвият към едно професионално ниво.Какво е необходимо за участие в курса:Необходимо е курсистите желаещи да вземат участие в курса да се запишат до 3 дни преди началната дата на обучението, като направят това на място в административния офис на компютърно образователния център „Progress”( пл. Славейков №11) заплащайки минимум 1/2 от стойността на обучението. Възможно е и заплащане по банков път.Ползване на личен  лаптоп:За курса е необходимо курсистът да носи личен лаптоп с инсталиран софтуер.Курсът се провежда само в индивидуална форма. За уговаряне на графика на занятията и записване, моля обадете се на 0988 78 4321.Издаване на Сертификат по Solidworks:В посления ден от обучението се държи практичен тест. При положителен резултат, издаваме Сертификат.;Цена: 550 лв.;"График на курса по &#8222;SolidWorks&#8220;:Обучението по &#8222;SolidWorks&#8220; е в индивидуална форма. При тази форма, вие сами определяте в кои дни и по колко учебни часа, ще се обучавате. В случай на неотложен ангажимент, може да отложите дадено занятие, без да го губите.За уговорка на графика на курса, моля обадете се на 0988 78 4321 &#8211; Божидара Кацарова.Цена на курса:Цена: 550 лв.&nbsp;";;;;;;"[""Други"",""kurs-po-solidworks"",""progress""]"
Курс по Corel Draw;https://progressbg.net/wp-content/uploads/2013/02/corel-icon-150x150.png;https://progressbg.net/corel-draw-2/;"Corel Draw създава и редактира векторни цифрови изображения с илюстративен характер, предназначени за печат, уеб и други медии. Тук вие ще се научите да работите с богатата палитра от цветове, много интересни инстументи , ефекти и много други. Програмата е широко разпространена при създаването на лога, плакати, брошури,календари, табели, визитки, опаковки и много други. Тя е лесна за използване, като дава отлични резултати. Ще се научите на вграждане и трасиране на разтерни изображения, да оформяте графичен текст, както и да подготвяте създаденото за печат и друго. Материала ще бъде поднесен от мотивирани специалисти с дълъг опит в преподаването , чрез интересни и подходящи примери.Мисловната карта CorelDRAW позволява предварително запознаване с основните теми и подтеми, които се разглеждат в курса. Изгражда се както обща картина за структурата и функциите на програмата, така и едно по-конкретно разбиране за елементите като част от цяло и връзката между тях. Курсистите имат възможност във всеки един момент да се обърнат към мисловната карта и да видят в кой клон и разклонение се намират в процеса на обучението си. По този начин се правят съзнателни и несъзнателни връзки между частите и цялото, информацията се възприема по-лесно и се запаметява по-трайно. Дозата предварителна информираност, която курсистите получават чрез мисловната карта и идентичния с нея план, дава доза спокойствие, увереност и яснота по време на цялото обучение. &nbsp;";Цена: 180 лв.;"График на курсовете по CorelDraw: Срок за обучение на CorelDraw &#8211; 12 уч. часаОбучението по CorelDraw е в индивидуална форма. Тук Вие сами определяте в кои дни и по колко учебни часа, ще се обучавате. В случай на неотложен ангажимент, може да отложите дадено занятие, без да го губите.За уговорка на график, моля обадете се на 0988 78 4321 – Божидара Кацарова.Цена на курса:Цена: 180 лв.";;;;;;"[""Други"",""corel-draw-2"",""progress""]"
LibreOffice Calc;https://progressbg.net/wp-content/uploads/2016/08/256px-LibreOffice_4.0_Calc_Icon.svg_-150x150.png;https://progressbg.net/libreoffice-calc/;"Описание на курса:LibreOffice Calc е програма за електронни таблици, която ви позволява ефикасно да обработвате и съхранявате списъци от данни, да извършвате изчисления, да създавате отчети и диаграми. С помощта на LibreOffice Calc е възможно лесно и бързо да се въвежда информация, която след това да се променя, изтрива или добавя.  Програмата е широко разпространена и се използва в почти всички сектори на икономиката. Материала ще бъде поднесен от мотивирани специалисти с дълъг опит в преподаването , чрез интересни и подходящи примери.Мащаб на групата:Обучението се провежда в малка ( бутикова ) група, ограничена до 8-м участника, с цел много повече индивидуално внимание на лектора към курсистите по време на практическите упражнения.Продължителност на курса:Курса е с обем от 15 учебни часа и е с продължителност две седмици и половина. Занятията се провеждат два пъти в седмицата.Издаване на Сертификат:Степента на  справяне с практичните задачи по време на обучението, домашните работи, както и финалния тест са основание за издаване на Сертификат. Разбирането на поставените задачи и справянето на курсистите с тях е от изключително значение за по-добрата им реализация след обучението.&nbsp;";Цена: 108 лв.;"График на курсовете по LibreOffice Calc:Продължителност на обучението по &#8222;LibreOffice Calc&#8220;  – 15 учебни часа.Следващите начални дати:Курсът, се провежда след предварително сформирана група. За повече информация, моля попитайте нашият офис мениджър на 0988 78 4321 или пишете на [email&#160;protected]Цена на курса:Цена: 108 лв.";;;;;;"[""Други"",""libreoffice-calc"",""progress""]"
